City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,port elizabeth,-33.918,25.5701,289.32,94,0,2.06,ZA,1713818008
283,cedartown,34.0537,-85.255,292.95,31,0,2.91,US,1713818563
284,uruana,-15.4981,-49.6875,300.44,50,47,0.77,BR,1713818563
285,ebon,4.582,168.6964,301.38,82,58,6.8,MH,1713818563
286,vernon,50.2581,-119.2691,289.6,27,80,1.54,CA,1713818190
287,phuntsholing,26.8516,89.3884,297.8,47,100,2.98,BT,1713818564
288,albert lea,43.648,-93.3683,292.16,39,40,6.17,US,1713818306
289,crane,31.3974,-102.3501,296.21,42,10,8.73,US,1713818230
290,boysun,38.2061,67.1986,287.17,59,2,2.04,UZ,1713818565
291,baikonur,45.6167,63.3167,294.03,29,56,3.63,KZ,1713818565
292,mineros,-17.1167,-63.2333,303.62,60,89,3.79,BO,1713818565
293,kotlas,61.2611,46.6556,280.4,64,100,6.26,RU,1713818566
294,bardai,11.65,7.2333,305.48,30,83,3.57,NG,1713818566
295,klyuchi,52.2667,79.1667,281.41,48,5,3.89,RU,1713818291
296,anadyr,64.75,177.4833,261.43,66,20,3.0,RU,1713818567
297,bambanglipuro,-7.95,110.2833,299.05,89,89,4.1,ID,1713818567
298,ed damer,17.5928,33.9592,302.85,8,0,5.87,SD,1713818571
299,nemuro,43.3236,145.575,275.82,95,100,5.0,JP,1713818572
300,brainerd,46.358,-94.2008,291.29,42,40,8.23,US,1713818572
301,caxito,-8.5785,13.6643,298.63,97,100,1.11,AO,1713818572
302,bodo,67.28,14.405,275.25,49,40,8.23,NO,1713818573
303,shimoda,34.6667,138.95,288.21,85,95,6.09,JP,1713818574
304,amboasary,-25.0333,46.3833,292.54,88,3,2.06,MG,1713818575
305,ouesso,1.6136,16.0517,298.03,85,99,1.11,CG,1713818577
306,carnarvon,-24.8667,113.6333,296.57,37,100,8.3,AU,1713818284
307,balikpapan,-1.2675,116.8289,299.7,89,20,1.03,ID,1713818577
308,onsala,57.4253,12.029,277.5,62,9,0.45,SE,1713818578
309,pont rouge,48.8833,-72.0825,273.31,29,80,5.08,CA,1713818579
310,dunhua,43.3725,128.2425,279.3,90,78,3.27,CN,1713818375
311,rock springs,41.5875,-109.2029,292.72,14,0,14.92,US,1713818514
312,nasir,15.5894,32.5634,306.86,11,3,5.1,SD,1713818580
313,kapuskasing,49.4169,-82.4331,284.2,32,75,5.14,CA,1713818361
314,chabahar,25.2919,60.643,299.13,73,0,3.68,IR,1713818580
315,ancud,-41.8697,-73.8203,283.3,77,85,4.09,CL,1713818302
316,jianguang,28.1938,115.7836,291.88,94,99,2.78,CN,1713818581
317,salaga,8.5508,-0.5188,302.74,62,78,1.62,GH,1713818581
318,siwa oasis,29.2041,25.5195,301.86,11,91,5.46,EG,1713818582
319,pangody,65.85,74.4859,260.67,92,100,7.07,RU,1713818584
320,turpan,42.9333,89.1667,294.81,16,5,1.32,CN,1713818375
321,panaba,21.2833,-88.2667,306.57,42,8,8.32,MX,1713818585
322,chirala,15.8167,80.35,301.33,81,13,4.81,IN,1713818585
323,daru,-9.0763,143.2092,299.81,88,100,3.59,PG,1713818587
324,novouzensk,50.4592,48.1431,290.0,77,100,2.42,RU,1713818588
325,visby,57.6409,18.296,273.61,69,100,7.2,SE,1713818590
326,mizque,-17.941,-65.3402,299.49,50,44,4.48,BO,1713818590
327,benguela,-12.5763,13.4055,299.86,83,98,1.32,AO,1713818593
328,bereznik,62.8551,42.7072,275.2,89,100,5.68,RU,1713818593
329,kochenevo,55.0218,82.202,276.81,80,56,7.5,RU,1713818594
330,la passe,45.5549,-0.8967,282.58,73,33,3.58,FR,1713818595
331,alo,7.4178,6.7371,302.01,68,91,1.73,NG,1713818595
332,teknaf,20.8624,92.3058,300.15,90,8,1.54,BD,1713818596
333,timbuktu,16.7735,-3.0074,307.55,21,1,1.0,ML,1713818183
334,maues,-3.3836,-57.7186,299.57,95,86,1.25,BR,1713818596
335,simiti,7.9579,-73.9436,301.88,77,100,1.25,CO,1713818597
336,namibe,-15.1961,12.1522,298.38,72,17,1.47,AO,1713818375
337,sierra grande,-41.606,-65.3557,282.51,76,100,3.46,AR,1713818502
338,kavaratti,10.5669,72.642,302.95,73,75,3.96,IN,1713818587
339,conde,-7.2597,-34.9075,301.85,79,20,5.14,BR,1713818598
340,hinton,53.4001,-117.5857,284.58,30,100,3.35,CA,1713818451
341,howard springs,-12.497,131.047,299.1,90,45,2.28,AU,1713818434
342,lagoa,39.05,-27.9833,288.13,85,100,8.02,PT,1713818600
343,oncativo,-31.9135,-63.682,295.75,76,94,3.77,AR,1713818601
344,yanykurgan,43.915,67.2481,293.94,58,8,3.12,KZ,1713818601
345,gorodoviki,46.1353,41.9656,286.49,55,2,2.34,RU,1713818603
346,richards bay,-28.783,32.0377,295.73,94,100,3.19,ZA,1713818603
347,akdepe,42.0551,59.3788,293.2,27,22,2.41,TM,1713818603
348,kayangel,8.0823,134.7173,301.64,78,98,7.51,PW,1713818604
349,arauco,-37.2463,-73.3175,285.84,79,100,1.6,CL,1713818604
350,mabaruma,8.2,-59.7833,302.8,59,54,2.91,GY,1713818604
351,khargupur,27.3833,81.9833,301.65,21,13,1.95,IN,1713818605
352,lafayette,30.2335,-92.0668,295.88,35,0,2.06,US,1713818583
353,magdagachi,53.45,125.8,279.16,90,100,3.51,RU,1713818606
354,baker city,44.7749,-117.8344,289.11,31,0,3.09,US,1713818498
355,seryshevo,51.0933,128.3786,282.27,81,100,8.06,RU,1713818607
356,tshikapa,-6.4167,20.8,297.58,82,68,1.39,CD,1713818607
357,vilyuysk,63.7553,121.6247,269.26,99,100,0.89,RU,1713818022
358,swiecie,53.4095,18.4474,275.69,86,100,2.6,PL,1713818608
359,isfara,40.1265,70.6253,292.73,43,100,2.23,TJ,1713818609
360,hadibu,12.65,54.0333,301.17,80,56,1.95,YE,1713818078
361,san rafael del sur,11.8485,-86.4384,308.69,52,97,3.28,NI,1713818611
362,mahina,-17.5065,-149.489,303.02,70,20,2.06,PF,1713818611
363,kargil,34.5667,76.1,270.86,63,97,2.22,IN,1713818614
364,greenland,43.0362,-70.8328,287.02,20,20,4.12,US,1713818614
365,kingston,17.997,-76.7936,304.35,70,20,7.72,JM,1713818580
366,tura,25.5198,90.2201,296.91,49,15,2.01,IN,1713818070
367,quellon,-43.1167,-73.6167,283.25,77,100,0.95,CL,1713818582
368,patong,7.8961,98.2966,304.83,69,100,4.64,TH,1713818616
369,san luis de la loma,17.2706,-100.8939,303.47,45,0,3.53,MX,1713818617
370,abu dhabi,24.4667,54.3667,303.16,38,0,3.09,AE,1713818233
371,bargaal,11.2864,51.0773,300.83,76,43,1.55,SO,1713818617
372,san julian,21.0167,-102.1667,303.26,12,28,6.86,MX,1713818617
373,mostaganem,35.9311,0.0892,287.53,65,2,4.18,DZ,1713818618
374,autazes,-3.5797,-59.1306,300.56,91,53,0.99,BR,1713818618
375,haiku-pauwela,20.9219,-156.3051,301.05,70,20,9.77,US,1713818084
376,sisimiut,66.9395,-53.6735,274.03,91,98,1.09,GL,1713818619
377,salym,60.0625,71.4789,264.51,83,62,2.49,RU,1713818620
378,funafuti,-8.5243,179.1942,304.15,79,75,3.09,TV,1713818620
379,vila velha,-20.3297,-40.2925,300.12,86,40,2.57,BR,1713818306
380,qarazhal,48.0078,70.7903,288.41,61,5,4.86,KZ,1713818499
381,amahai,-3.3333,128.9167,302.15,88,100,1.89,ID,1713818621
382,kananga,-5.8958,22.4178,296.98,78,73,1.89,CD,1713818622
383,el granada,37.5027,-122.4694,301.42,73,75,6.69,US,1713818381
384,smithers,54.7804,-127.1743,285.33,37,20,2.57,CA,1713818622
385,reggane,26.7158,0.1714,298.88,23,14,4.88,DZ,1713818141
386,myitkyina,25.3833,97.4,294.51,64,4,0.93,MM,1713818623
387,prado,-17.3411,-39.2208,298.2,86,1,2.15,BR,1713818489
388,muisne,0.6,-80.0333,300.18,80,100,1.55,EC,1713818624
389,gamay,12.3854,125.2979,298.42,91,88,2.49,PH,1713818417
390,liberal,37.0431,-100.921,301.73,29,0,8.75,US,1713818625
391,dali,25.7,100.1833,285.01,71,2,1.86,CN,1713818625
392,bedesa,8.9,40.7833,292.15,82,88,1.23,ET,1713818625
393,gadzhiyevo,69.2551,33.3362,265.92,80,100,7.53,RU,1713818626
394,pathein,16.7833,94.7333,300.5,84,39,5.11,MM,1713818626
395,bogale,16.2833,95.4,300.59,81,45,5.19,MM,1713818626
396,kristiansund,63.1115,7.732,277.18,87,75,3.09,NO,1713818627
397,vilyuchinsk,52.9306,158.4028,275.89,76,9,0.36,RU,1713818627
398,bikenibeu village,1.3673,173.1241,300.13,83,75,7.2,KI,1713818078
399,tralee,52.2704,-9.7026,281.62,95,30,1.5,IE,1713818364
400,eravur town,7.7782,81.6038,299.74,88,42,2.03,LK,1713818628
401,tinajo,29.0788,-13.7081,292.64,73,20,5.14,ES,1713818629
402,ugoofaaru,5.6667,73.0,302.68,76,94,2.86,MV,1713818629
403,oranjemund,-28.55,16.4333,289.27,92,93,1.92,NA,1713818629
404,sanctuary point,-35.1114,150.629,287.15,79,0,2.97,AU,1713818630
405,labuan bajo,-8.4964,119.8877,298.97,86,96,2.18,ID,1713818630
406,bamenda,5.9527,10.1582,292.74,92,100,1.47,CM,1713818630
407,rahuri,19.3833,74.65,302.26,41,1,3.11,IN,1713818631
408,newman,37.3138,-121.0208,302.2,45,1,0.45,US,1713818043
409,prince rupert,54.3161,-130.3201,283.2,62,20,4.63,CA,1713818632
410,bang nam priao,13.8474,101.0531,304.13,77,97,3.41,TH,1713818633
411,ternate,0.8,127.4,300.2,81,100,1.81,ID,1713818633
412,fada,9.5667,8.3,298.86,64,99,1.8,NG,1713818633
413,shangmei,27.7428,111.2956,290.71,92,100,1.19,CN,1713818634
414,tamandare,-8.7597,-35.1047,300.25,84,55,3.0,BR,1713818635
415,raduzhny,62.0961,77.475,260.56,94,99,4.71,RU,1713818636
416,reuleuet,5.2167,96.2833,300.53,80,48,0.92,ID,1713818639
417,selu,19.4667,76.4667,303.32,42,9,0.86,IN,1713818640
418,wajir,1.7471,40.0573,299.01,83,100,7.02,KE,1713818641
419,riachao das neves,-11.7461,-44.91,300.64,56,94,0.88,BR,1713818641
420,olyokminsk,60.3736,120.4264,273.43,95,100,0.63,RU,1713818641
421,vila franca do campo,37.7167,-25.4333,291.42,99,99,3.11,PT,1713818642
422,selfoss,63.9331,-20.9971,281.51,58,11,0.89,IS,1713818413
423,qujing,25.4833,103.7833,285.59,90,21,3.21,CN,1713818642
424,san antonio de pale,-1.4014,5.6325,301.54,79,100,3.58,GQ,1713818639
425,abeche,13.8292,20.8324,307.22,23,15,0.99,TD,1713818643
426,christchurch,-43.5333,172.6333,282.82,94,8,0.51,NZ,1713818532
427,labrador city,52.9463,-66.9114,260.1,72,100,7.72,CA,1713818353
428,tyukalinsk,55.8732,72.1967,271.7,69,80,6.17,RU,1713818646
429,mao,39.8885,4.2658,283.46,50,20,3.6,ES,1713818646
430,las veredas,23.1388,-109.7075,308.23,37,0,7.2,MX,1713818646
431,island harbour,50.724,-1.2758,281.6,83,100,0.89,GB,1713818165
432,manzini,-26.25,31.5,298.77,42,78,2.25,SZ,1713818648
433,fuglafjordur,62.244,-6.814,280.41,70,58,1.85,FO,1713818649
434,mugia,43.1041,-9.2179,285.32,53,0,11.65,ES,1713818650
435,tosontsengel,48.7567,98.2839,273.22,76,100,2.78,MN,1713818651
436,remire-montjoly,4.9167,-52.2667,298.17,100,20,2.06,GF,1713818132
437,alice springs,-23.7,133.8833,282.9,87,0,2.57,AU,1713818411
438,bodaybo,57.8506,114.1933,268.07,97,49,0.72,RU,1713818651
439,richmond,37.5538,-77.4603,291.56,32,20,3.6,US,1713818363
440,barcelos,41.5388,-8.6151,293.06,66,0,1.75,PT,1713818438
441,rosetta,31.4044,30.4164,292.0,68,95,6.48,EG,1713818653
442,tercan,39.7794,40.3925,284.0,57,58,1.75,TR,1713818654
443,fort st. john,56.2499,-120.8529,287.09,19,40,3.09,CA,1713818563
444,socorro,31.6546,-106.3033,301.03,34,0,2.57,US,1713818655
445,bermeo,43.4209,-2.7215,284.16,64,29,4.34,ES,1713818655
446,modimolle,-24.7,28.4,294.15,32,52,2.95,ZA,1713818655
447,souillac,-20.5167,57.5167,298.36,94,40,0.0,MU,1713818656
448,shohimardon,39.9839,71.8028,284.58,66,89,2.81,UZ,1713818657
449,ponta delgada,37.7333,-25.6667,291.59,82,20,3.09,PT,1713818658
450,misratah,32.3754,15.0925,290.97,89,95,8.89,LY,1713818659
451,broken hill,-31.95,141.4333,288.62,45,15,3.8,AU,1713818627
452,kidal,18.4411,1.4078,306.11,9,9,3.26,ML,1713818659
453,mangrol,21.1167,70.1167,299.04,77,0,6.35,IN,1713818661
454,nizhniy kuranakh,58.8353,125.4869,274.02,99,100,2.17,RU,1713818662
455,east london,-33.0153,27.9116,292.3,81,94,3.73,ZA,1713818662
456,valparaiso,-33.0393,-71.6273,297.12,68,20,4.63,CL,1713817803
457,pyt-yakh,60.7499,72.8582,265.18,91,48,3.78,RU,1713818663
458,puerto baquerizo moreno,-0.9,-89.6,301.7,70,75,4.12,EC,1713818313
459,monte alegre,-2.0078,-54.0692,299.15,87,86,0.86,BR,1713818664
460,kokkola,63.8385,23.1307,271.24,81,100,6.17,FI,1713818664
461,adiake,5.2863,-3.304,300.92,81,68,3.79,CI,1713818664
462,noumea,-22.2763,166.4572,298.71,99,87,6.15,NC,1713818665
463,luebo,-5.35,21.4167,297.2,81,94,0.87,CD,1713818665
464,uman,48.7484,30.2218,280.02,78,44,2.73,UA,1713818665
465,baile herculane,44.8797,22.4125,280.76,95,89,2.35,RO,1713818666
466,babu,24.4167,111.5167,294.81,96,73,1.65,CN,1713818350
467,orcopampa,-15.2661,-72.3417,287.46,57,98,3.32,PE,1713818666
468,la quiaca,-22.1024,-65.593,294.44,17,0,1.96,AR,1713818667
469,longuyon,49.4455,5.6015,277.79,78,100,2.78,FR,1713818495
470,lautoka,-17.6167,177.4667,299.07,94,75,3.6,FJ,1713818667
471,majuro,7.0897,171.3803,301.13,83,100,5.66,MH,1713818668
472,monchegorsk,67.9397,32.8739,266.58,94,100,2.93,RU,1713818670
473,vadso,70.0744,29.7487,270.24,68,75,4.63,NO,1713818670
474,mokwa,9.2833,5.05,306.57,39,35,1.07,NG,1713818671
475,ust'-uda,54.1742,103.0304,272.06,80,100,3.97,RU,1713818671
476,quang ngai,15.1167,108.8,297.76,86,66,1.06,VN,1713818437
477,saudarkrokur,65.7461,-19.6394,279.86,56,0,3.08,IS,1713818672
478,ha tinh,18.3333,105.9,297.16,100,72,1.89,VN,1713818672
479,bitkine,11.9801,18.2138,307.12,23,94,2.25,TD,1713818672
480,laguna,38.421,-121.4238,304.01,37,0,1.54,US,1713818635
481,saint-joseph,-21.3667,55.6167,296.36,87,19,1.59,RE,1713818673
482,al qubbah,32.7616,22.2424,298.77,18,100,11.8,LY,1713818673
483,palmer,42.1584,-72.3287,287.88,17,0,5.14,US,1713818669
484,yulinshi,38.2906,109.7494,280.78,42,0,2.93,CN,1713818675
485,itoman,26.1247,127.6694,299.58,100,75,5.14,JP,1713818676
486,fortuna,40.5982,-124.1573,295.33,69,0,5.66,US,1713818493
487,ambalangoda,6.2355,80.0538,301.31,78,100,1.71,LK,1713818676
488,tazacorte,28.629,-17.9293,293.69,79,20,5.14,ES,1713818121
489,nizhnesortymskiy,62.4397,71.7603,261.67,90,97,7.42,RU,1713818677
490,horishni plavni,49.0097,33.6455,283.26,73,100,2.37,UA,1713818677
491,aleg,17.0481,-13.9209,304.05,15,4,7.56,MR,1713818677
492,guerrero negro,27.9769,-114.0611,293.68,59,2,6.56,MX,1713818575
493,hami,42.8,93.45,288.32,16,0,1.2,CN,1713818678
494,makary,12.5717,14.4666,306.02,27,51,1.84,CM,1713818678
495,zmeinogorsk,51.1567,82.195,279.36,61,3,1.31,RU,1713818679
496,vuktyl,63.8567,57.3094,265.43,86,38,2.68,RU,1713818680
497,xuddur,4.1213,43.8894,300.47,68,85,1.99,SO,1713818681
498,winters,38.5249,-121.9708,303.7,29,0,2.57,US,1713818681
499,phayao,19.25,100.25,299.05,50,14,1.12,TH,1713818682
500,bin yauri,10.7823,4.8114,307.4,34,49,1.52,NG,1713818683
501,boende,-0.2167,20.8667,298.05,79,96,0.49,CD,1713818684
502,wusong,30.95,117.7833,289.78,91,100,1.47,CN,1713818684
503,mumford,5.2618,-0.759,302.08,84,30,6.52,GH,1713818684
504,jennings,38.7192,-90.2604,295.53,23,75,5.66,US,1713818685
505,tromso,69.6496,18.957,272.16,51,0,5.14,NO,1713818595
506,mukalla,14.5425,49.1242,300.21,73,5,0.81,YE,1713818686
507,tamanrasset,22.785,5.5228,299.1,10,0,6.17,DZ,1713818686
508,safi,32.1667,-8.8333,291.5,55,73,7.27,MA,1713818686
509,bandar abbas,27.1865,56.2808,298.14,57,5,3.09,IR,1713818687
510,yasuj,30.6682,51.588,286.9,47,0,3.09,IR,1713818687
511,horta,38.5333,-28.6333,290.95,84,20,5.36,PT,1713818687
512,faya-largeau,17.9257,19.1043,307.01,10,23,2.18,TD,1713818687
513,goure,13.9835,10.2704,303.3,27,81,1.7,NE,1713818688
514,basoko,1.2391,23.616,299.75,61,78,0.82,CD,1713818688
515,papao,-17.75,-149.55,302.97,76,65,5.64,PF,1713818181
516,rikaze,29.25,88.8833,278.88,19,33,2.18,CN,1713818689
517,uturoa,-16.7333,-151.4333,301.4,75,56,3.62,PF,1713818434
518,castillos,-34.1667,-53.8333,290.88,95,100,3.26,UY,1713818689
519,nacala,-14.5428,40.6728,296.89,88,1,2.67,MZ,1713818690
520,porto seguro,-16.4497,-39.0647,300.44,83,40,1.54,BR,1713818690
521,dadukou,26.5479,101.7054,291.5,59,88,1.22,CN,1713818690
522,murun-kuren,49.6342,100.1625,277.13,53,99,7.09,MN,1713818690
523,coquimbo,-29.9533,-71.3436,293.0,72,20,5.14,CL,1713818520
524,bati,11.1833,40.0167,292.87,76,31,2.18,ET,1713818691
525,naha,26.2125,127.6811,299.53,100,75,5.14,JP,1713818691
526,minusinsk,53.7103,91.6875,276.07,99,100,1.32,RU,1713818692
527,pine bluff,34.2284,-92.0032,294.11,33,0,3.09,US,1713818692
528,la puebla de montalban,39.863,-4.3592,283.9,36,0,5.89,ES,1713818692
529,katsuren-haebaru,26.3369,127.8719,299.58,92,100,4.63,JP,1713818693
530,mahdia,35.5047,11.0622,290.12,59,0,8.79,TN,1713818287
531,paredon,16.0333,-93.8667,307.78,48,93,4.32,MX,1713818693
532,antofagasta,-23.65,-70.4,293.75,88,74,3.02,CL,1713818538
533,tateyama,34.9833,139.8667,289.87,82,80,5.76,JP,1713818694
534,bougouni,11.417,-7.479,306.22,32,33,0.67,ML,1713818696
535,timimoun,29.2639,0.231,297.36,19,0,2.57,DZ,1713818697
536,kapit,2.0167,112.9333,296.06,100,100,0.42,MY,1713818697
537,maputo,-25.9653,32.5892,297.97,61,0,3.09,MZ,1713818439
538,keflavik,64.0049,-22.5624,280.1,75,0,1.54,IS,1713818699
539,port saint john's,-31.6229,29.5448,294.78,93,77,2.92,ZA,1713818699
540,mpika,-11.8343,31.4529,289.63,88,0,1.58,ZM,1713818699
541,ta`u,-14.2336,-169.5144,301.8,79,38,5.3,AS,1713818700
542,verkhnevilyuysk,63.4453,120.3167,271.36,98,100,1.64,RU,1713818701
543,tabuk,17.4189,121.4443,296.13,77,2,1.22,PH,1713818701
544,carbonear,47.7332,-53.2148,285.06,71,66,5.77,CA,1713818702
545,jasper,37.2001,-94.3502,294.32,28,0,7.72,US,1713818665
546,general acha,-37.377,-64.6043,284.24,95,100,1.89,AR,1713818608
547,change,47.985,0.2833,281.13,61,0,4.63,FR,1713818703
548,jeddah,21.5169,39.2192,301.07,44,0,2.06,SA,1713818703
549,la ronge,55.1001,-105.2842,288.27,23,20,2.57,CA,1713818382
550,afif,23.9065,42.9172,296.51,29,2,4.37,SA,1713818704
551,windhoek,-22.5594,17.0832,294.88,34,0,1.03,NA,1713818704
552,guiuan,11.0333,125.7247,301.73,79,100,6.51,PH,1713818706
553,mont-dore,-22.2833,166.5833,298.71,99,90,3.84,NC,1713818707
554,la sarre,48.8002,-79.1996,276.4,83,100,2.95,CA,1713818709
555,as sulayyil,20.4607,45.5779,301.29,14,0,4.72,SA,1713818710
556,burang,30.25,81.1667,270.19,88,47,2.74,CN,1713818213
557,talcahuano,-36.7167,-73.1167,288.97,63,40,4.12,CL,1713818711
558,ribeira brava,32.65,-17.0667,293.55,80,100,1.52,PT,1713818711
559,dalhart,36.0595,-102.5133,300.08,27,0,9.77,US,1713818713
560,nangen,35.41,127.3858,282.65,93,100,2.06,KR,1713818713
561,saint-francois,46.4154,3.9054,276.3,75,0,4.12,FR,1713818258
562,lerwick,60.1545,-1.1494,278.15,70,42,8.38,GB,1713818713
563,eufaula,31.8913,-85.1455,294.9,40,0,3.02,US,1713818547
564,kroya,-7.6331,109.2461,299.12,89,60,2.77,ID,1713818714
565,holualoa,19.6228,-155.9522,298.06,77,40,2.57,US,1713818514
566,cannonvale,-20.2833,148.7,295.81,74,94,9.98,AU,1713818715
567,necocli,8.4234,-76.786,299.76,83,100,4.81,CO,1713818715
